,corp_code,corp_name,stock_code
613,01077577,우리산업,215360
905,00359623,우리산업홀딩스,72470
1863,00413417,우리손에프앤지,73560
882,00155692,우리엔터프라이즈,37400
170,00815095,우리이앤엘,153490
836,00567222,우림피티에스,101170
2476,00142661,우성,6980
608,00301422,우수AMS,66590
785,00142883,우신시스템,17370
974,00486875,우양,103840
387,00363246,우원개발,46940
950,01065013,우정바이오,215380
2481,00390903,우주일렉트로,65680
7,00173944,우진,105840
1196,00103547,우진비앤지,18620
499,00143262,우진아이엔에스,10400
1332,01030503,우진엔텍,457550
13,00303217,우진플라임,49800
1340,00143651,웅진,16880
2701,00628189,웅진씽크빅,95720
1173,00866451,워트,396470
108,00143794,원림,5820
843,01326224,원바이오젠,307280
611,00210980,원익,32940
1585,01135941,원익IPS,240810
1445,00468374,원익QnC,74600
594,00623661,원익머트리얼즈,104830
687,00128175,원익큐브,14190
487,01020843,원익피앤이,217820
2380,00216647,원익홀딩스,30530
133,00143907,원일특강,12620
80,01459212,원준,382840
147,01407909,원텍,336570
397,01441611,원티드랩,376980
1897,00337296,원포유,122830
1198,00144012,원풍,8370
1669,00144021,원풍물산,8290
302,00580065,월덱스,101160
2007,00390408,웨스트라이즈,64090
1620,01408999,웨이버스,336060
622,00526696,웨이브일렉트로,95270
1932,00141273,웰바이오텍,10600
121,00362159,웰크론,65950
802,00487546,웰크론한텍,76080
1187,00260611,웰킵스하이텍,43590
337,00864338,웹스,196700
403,00405320,웹젠,69080
1599,00323868,웹케시,53580
1858,00300557,위니아,71460
2274,01175499,위니아에이드,377460
110,00293886,위닉스,44340
2575,00765851,위더스제약,330350
1834,00925587,위드텍,348350
1458,00444329,위메이드,112040
401,00643656,위메이드맥스,101730
981,00815767,위메이드플레이,123420
2329,00374738,위세아이텍,65370
88,00663289,위월드,140660
642,00264228,위즈코프,38620
2521,01276327,위지윅스튜디오,299900
266,00258360,위지트,36090
386,00868705,윈스,136540
2000,00536286,윈팩,97800
1787,00910840,윈하이텍,192390
763,00104999,윌비스,8600
1927,01405585,윙스풋,335870
1113,01328639,윙입푸드,900340
2555,00158963,유나이티드,33270
1510,00159786,유니드,14830
1520,01702017,유니드비티플러스,446070
1449,00260569,유니셈,36200
2063,00144243,유니슨,18000
12,00144252,유니온,910
712,00369833,유니온머티리얼,47400
689,00408266,유니온커뮤니티,203450
2350,00137207,유니켐,11330
527,00414601,유니퀘스트,77500
90,00147152,유니크,11320
821,00540447,유니테스트,86390
1533,00531865,유니테크노,241690
828,00879020,유니트론텍,142210
2511,00445869,유니포인트,121060
957,00201742,유라테크,48430
561,00927558,유바이오로직스,206650
2493,00592653,유비벨록스,89850
1003,00531078,유비온,84440
328,00220057,유비케어,32620
1252,01203376,유비쿼스,264450
264,00411385,유비쿼스홀딩스,78070
231,00174004,유성기업,2920
1377,00173999,유성티엔에스,24800
25,00163691,유수홀딩스,700
2303,00144650,유신,54930
827,00400121,유아이디,69330
645,00256380,유아이엘,49520
2602,01670675,유안타제10호스팩,435380
2603,01688346,유안타제11호스팩,444920
2604,01690235,유안타제12호스팩,446150
2605,01701753,유안타제13호스팩,449020
2606,01706819,유안타제14호스팩,450940
2016,01798980,유안타제15호스팩,473050
2239,01804476,유안타제16호스팩,474490
2601,01663639,유안타제9호스팩,430700
2674,00117601,유안타증권,3470
849,01196313,유에스티,263770
587,01396931,유엑스엔,337840
529,00416654,유엔젤,72130
2550,00144818,유유제약,220
2160,01152586,유일로보틱스,388720
1136,01368637,유일에너테크,340930
1790,00184667,유진기업,23410
673,00234227,유진로봇,56080
1469,01787072,유진스팩10호,468760
309,01678835,유진스팩9호,442130
716,00131054,유진증권,1200
318,00531014,유진테크,84370
1064,01085026,유진테크놀로지,240600
1063,01026616,유투바이오,221800
661,00961774,유티아이,179900
2142,01110678,유틸렉스,263050
768,00145109,유한양행,100
1933,00145190,유화증권,3460
643,00843900,육일씨엔에쓰,191410
1402,00925374,윤성에프앤씨,372170
1121,00495633,율촌,146060
114,00145260,율촌화학,8730
1587,00583026,율호,72770
2151,00145446,이건산업,8250
1379,00184889,이건홀딩스,39020
219,00145464,이구산업,25820
759,00364847,이글루,67920
389,00145473,이글벳,44960
1553,01264872,이노뎁,303530
205,01341630,이노룰스,296640
295,01258710,이노메트리,302430
2387,01353848,이노벡스,279060
520,00565154,이노션,214320
2309,01700587,이노스페이스,462350
1292,00965318,이노시뮬레이션,274400
1571,00346610,이노시스,56090
632,00462121,이노와이어리스,73490
1670,01065679,이노인스트루먼트,215790
543,01419135,이노진,344860
794,00494476,이녹스,88390
1717,01237540,이녹스첨단소재,272290
1616,00353610,이니텍,53350
2225,00338170,이닉스,452400
647,01199189,이랜시스,264850
851,00206659,이랜텍,54210
2055,00116426,이렘,9730
864,01142400,이루다,164060
1677,00390514,이루온,65440
1539,00544452,이리츠코크렙,88260
2248,00872984,이마트,139480
1004,00694942,이미지스,115610
1965,01815764,이베스트스팩6호,478110
1002,00533924,이브이첨단소재,131400
2326,01695498,이브이파킹서비스,419700
1225,01116344,이비테크,208850
152,01135640,이삭엔지니어링,351330
1412,00454399,이상네트웍스,80010
1259,01365384,이성씨엔아이,379390
1535,01762569,이수스페셜티케미컬,457190
797,00526872,이수앱지스,86890
1816,00107613,이수페타시스,7660
1087,00145552,이수화학,5950
1839,00134565,이스타코,15020
1486,00273420,이스트소프트,47560
29,00799070,이스트아시아홀딩스,900110
2691,01128622,이스트에이드,239340
975,00400060,이씨에스,67010
1720,00480950,이아이디,93230
1505,01337017,이앤에치,341310
1464,01516890,이에이트,418620
156,00530185,이엔에프테크놀로지,102710
1487,00469799,이엔플러스,74610
2241,00137289,이엘씨,41520
629,00374020,이엘피,63760
633,00616290,이엠넷,123570
1391,00475718,이엠앤아이,83470
1392,00526951,이엠코리아,95190
912,00541163,이엠텍,91120
720,00925967,이엠티,232530
1410,00145598,이연제약,102460
865,00246417,이오테크닉스,39030
1659,01274310,이오플로우,294090
1908,00409140,이원컴포텍,88290
978,00540605,이월드,84680
2523,01480568,이지바이오,353810
2422,01436628,이지스레지던스리츠,350520
129,01394377,이지스밸류플러스리츠,334890
194,00490090,이지케어텍,99750
1436,01140837,이지트로닉스,377330
2470,00242378,이지홀딩스,35810
2166,00818472,이큐셀,160600
1785,00634728,이크레더블,92130
2110,00480756,이트론,96040
1267,00788737,이퓨쳐,134060
674,00145668,이화공영,1840
262,00145686,이화산업,760
2668,00145738,이화전기,24810
666,00106881,인디에프,14990
483,00269922,인바디,41830
970,00367871,인바이오,352940
2017,00652423,인바이오젠,101140
1127,00537221,인바이츠바이오코아,216400
1130,00409371,인베니아,79950
2236,01516456,인벤티지랩,389470
2520,01243161,인산가,277410
2423,00375931,인선이엔티,60150
2219,00229021,인성정보,33230
2516,01222113,인스웨이브시스템즈,450520
1836,00122825,인스코비,6490
1213,00265421,인지디스플레,37330
332,00641171,인지소프트,100030
2368,00103510,인지컨트롤스,23800
2373,00145862,인천도시가스,34590
1169,01013694,인카금융서비스,211050
2008,00475976,인콘,83640
1036,00819073,인크로스,216050
597,00226866,인탑스,49070
764,00604426,인터로조,119610
149,00145914,인터엠,17250
718,00151368,인터지스,129260
323,00369170,인터플렉스,51370
1479,00479787,인텍플러스,64290
61,00664181,인텔리안테크,189300
1656,00661157,인트로메딕,150840
2122,00292434,인트론바이오,48530
1353,00180795,인팩,23810
256,00491415,인포바인,115310
439,00243757,인포뱅크,39290
533,00435969,인피니트헬스케어,71200
8,00482426,인화정공,101930
2594,01168383,일동제약,249420
2551,00146083,일동홀딩스,230
2080,00146232,일성건설,13360
2552,00146214,일성아이에스,3120
1797,01396676,일승,333430
1459,00385415,일신바이오,68330
310,00146269,일신방직,3200
2683,00146296,일신석재,7110
2620,00146454,일양약품,7570
2413,00923826,일월지엠엘,178780
1301,00146542,일정실업,8500
342,00146560,일지테크,19540
2652,00508274,일진다이아,81000
2492,00198697,일진디스플,20760
232,00683469,일진전기,103590
922,00485177,일진파워,94820
1681,00972503,일진하이솔루스,271940
49,00146649,일진홀딩스,15860
1059,00911955,잇츠한불,226320
1043,01165739,잉글우드랩,950140
1820,00261656,잉크테크,49550
1642,01365038,자람테크놀로지,389020
416,01174038,자비스,254120
1390,00418379,자연과환경,43910
1000,01020524,자이글,234920
200,01264438,자이언트스텝,289220
212,00367844,자이에스앤디,317400
690,00146861,자화전자,33240
2172,00659684,장원테크,174880
839,00147082,재영솔루텍,49630
1699,01383229,저스템,417840
216,00147222,전방,950
144,00632793,전진바이오팜,110020
1682,01047415,정다운,208140
537,00287788,정상제이엘에스,40420
1371,00147772,정원엔시스,45510
545,00666204,제너셈,217190
1107,00545929,제넥신,95700
1943,00408956,제넨바이오,72520
1151,00799539,제노레이,122310
459,01014718,제노코,361390
99,00393618,제노텍,66830
98,00983916,제노포커스,187420
1467,01062177,제놀루션,225220
649,00624998,제닉,123330
1341,00563837,제로투세븐,159580
2611,00899556,제룡산업,147830
719,00185356,제룡전기,33100
280,00442570,제우스,79370
1321,00361381,제이브이엠,54950
1721,00148531,제이스코홀딩스,23440
856,00493185,제이스텍,90470
2100,01267602,제이시스메디칼,287410
2631,00664853,제이씨케미칼,137950
2636,00223513,제이씨현시스템,33320
1041,01367586,제이아이테크,417500
172,01415892,제이알글로벌리츠,348950
2483,00447575,제이앤티씨,204270
270,00332927,제이에스코퍼레이션,194370
1146,00120289,제이에스티나,26040
1241,01309421,제이엔비,452160
2156,00442154,제이엔케이글로벌,126880
522,01153293,제이엘케이,322510
145,01366824,제이엠멀티,254160
2381,00222435,제이엠아이,33050
398,00533508,제이엠티,94970
1488,00411808,제이오,418550
2024,00136776,제이준코스메틱,25620
2635,01553129,제이투케이바이오,420570
1937,00365457,제이티,89790
585,00148276,제일기획,30000
1995,00185505,제일바이오,52670
2596,01236897,제일약품,271980
2215,00528791,제일엠앤에스,412540
837,00148461,제일연마,1560
2029,00148470,제일일렉트릭,199820
245,00148595,제일테크노스,38010
52,00148443,제일파마홀딩스,2620
1900,01230255,제주맥주,276730
1895,00447487,제주반도체,80220
1162,00148832,제주은행,6220
867,00555874,제주항공,89590
1594,01222867,제테마,216080
1800,01051472,젠큐릭스,229000
2429,00492894,젬백스,82270
1719,00291860,조광ILI,44060
274,00148920,조광페인트,4910
56,00148939,조광피혁,4700
447,00148948,조비,1550
1144,01770203,조선내화,462520
1020,00796994,조선선재,120030
2565,00231831,조아제약,34940
378,00397252,조이시티,67000
1637,00149239,조일알미늄,18470
2482,00149345,조흥,2600
2590,00992871,종근당,185750
2229,00390055,종근당바이오,63160
2395,00149354,종근당홀딩스,1630
1557,00205003,좋은사람들,33340
1804,00252135,주성엔지니어링,36930
2155,00753643,주성코퍼레이션,109070
1093,00269241,주연테크,44380
2124,00415327,중앙백신,72020
852,00149770,중앙에너비스,440
2610,00347716,중앙첨단소재,51980
1403,01108248,지노믹트리,228760
2261,01276026,지놈앤컴퍼니,314130
153,00150633,지누스,13890
1194,01494154,지니너스,389030
2466,00223762,지니뮤직,43610
37,00962223,지니언스,263860
1218,01318933,지니틱스,303030
227,00257149,지더블유바이텍,36180
2177,01047169,지란지교시큐리티,208350
2656,00945776,지슨,289860
1608,01010642,지씨셀,144510
1633,01351080,지아이이노베이션,358570
2161,01311310,지아이텍,382480
1094,00958327,지앤비에스 에코,382800
789,01188749,지앤이헬스케어,299480
271,00389110,지어소프트,51160
1493,00351995,지에스이,53050
621,01221752,지에프씨생명과학,388610
1655,00626464,지엔씨에너지,119850
535,00258102,지엔코,65060
2414,01042359,지엘팜텍,204840
1053,00156354,지엠비코리아,13870
723,00159698,지역난방공사,71320
1911,01228515,지오릿에너지,270520
48,00668965,지오엘리먼트,311320
1495,01462605,지투파워,388050
1019,00557933,진도,88790
202,00170877,진로발효,18120
66,00552992,진매트릭스,109820
765,00491053,진바이오텍,86060
493,00174208,진성티이씨,36890
1561,01437858,진시스템,363250
2356,00150439,진양산업,3780
2554,00150536,진양제약,7370
1080,00160375,진양폴리우레탄,10640
1355,00646732,진양홀딩스,100250
1751,00347734,진양화학,51630
351,00653024,진에어,272450
1511,00816933,진영,285800
374,00118521,진원생명과학,11000
1422,01158632,진코스텍,250030
1972,00150828,진흥기업,2780
758,01063556,질경이,233990
2132,00525679,차바이오텍,85660
349,01141599,차백신연구소,261780
1235,00153621,참엔지니어링,9310
1398,00606770,참좋은여행,94850
2074,00123523,창해에탄올,4650
382,00897752,천보,278280
324,00151395,천일고속,650
1244,01534577,청담글로벌,362320
1028,00151863,청호ICT,12600
2304,00216434,체리부로,66360
1251,00125576,체시스,33250
1221,00299464,초록뱀미디어,47820
757,00579971,칩스앤미디어,94360
998,00152260,카스,16920
1406,01263527,카이노스메드,284620
2598,01671601,카이바이오텍,446600
2218,00258801,카카오,35720
1941,01137383,카카오게임즈,293490
434,01133217,카카오뱅크,323410
414,01244601,카카오페이,377300
2170,01116265,카티스,140430
118,00260879,카페24,42000
2378,00159810,카프로,6380
1914,00863038,캐리,313760
109,01267222,캐리소프트,317530
1102,00302582,캐스텍코리아,71850
2044,00330044,캠시스,50110
1279,01497124,캡스톤파트너스,452300
2322,00585608,커넥트웨이브,119860
1514,01685251,컨텍,451760
22,01236286,컬러레이,900310
2428,00476498,컴투스,78340
1308,00535746,컴투스홀딩스,63080
1433,00598198,컴퍼니케이,307930
1140,00479705,케스피온,79190
424,01187148,케어랩스,263700
412,00549891,케어젠,214370
1776,00370918,케이디켐,221980
2033,00255105,케이바이오,38530
1925,00114765,케이비아이동국실업,1620
1798,01621280,케이비제21호스팩,424140
2097,01003040,케이사인,192250
1778,00209780,케이씨,29460
2071,00105271,케이씨씨,2380
2706,01428203,케이씨씨글라스,344820
436,00441650,케이씨에스,115500
442,01261893,케이씨텍,281820
2090,00441447,케이씨티,89150
185,00103042,케이씨티시,9070
2443,00101752,케이씨피드,25880
604,00603348,케이아이엔엑스,93320
1161,00536888,케이알엠,93640
547,00328191,케이에스피,73010
1073,00606664,케이엔더블유,105330
1088,00304076,케이엔솔,53080
1446,00672603,케이엔알시스템,199430
1185,01402995,케이엔에스,432470
1400,00769158,케이엔제이,272110
2689,00246620,케이엘넷,39420
2087,00242934,케이엠,83550
1833,00226352,케이엠더블유,32500
417,01095704,케이엠제약,225430
814,00668600,케이옥션,102370
1636,00426828,케이웨더,68100
1775,01323032,케이카,381970
1786,00861076,케이탑리츠,145270
1802,00190321,케이티,30200
2222,00349097,케이티스카이라이프,53210
1335,00260958,케이티알파,36030
2216,00244455,케이티앤지,33780
1372,00152437,케이프,64820
980,01037214,케이피에스,256940
492,00157636,케이피에프,24880
2379,00206686,케이피엠테크,42040
390,00357607,케이피티유,54410
1821,00961507,케일럼,258610
1010,01158553,켄코아에어로스페이스,274090
863,01507722,켈스,402420
1755,00371485,켐트로닉스,89010
91,01089350,켐트로스,220260
1813,00666329,코나솔,176590
1890,00349732,코나아이,52400
1782,00601988,코난테크놀로지,402030
2238,01573284,코닉오토메이션,391710
1104,00295857,코다코,46070
150,00329093,코데즈컴바인,47770
2108,00308559,코디,80530
392,01180118,코람코더원리츠,417310
1774,01430475,코람코라이프인프라리츠,357120
2337,00541437,코렌텍,104540
1788,00152589,코리아나,27050
257,00152686,코리아써키트,7810
120,00304915,코리아에셋투자증권,190650
301,00803425,코리아에프티,123410
433,00113191,코리안리,3690
787,00268118,코맥스,36690
588,00152783,코메론,49430
937,00997812,코미코,183300
1728,00187415,코미팜,41960
1242,00365934,코세스,89890
2672,01493793,코셈,360350
457,00965062,코셋,189350
2336,00442455,코스나인,82660
2251,01009789,코스맥스,192820
1409,00219574,코스맥스비티아이,44820
2496,00656289,코스맥스엔비티,222040
83,00763473,코스메카코리아,241710
886,00129989,코스모신소재,5070
1552,00160302,코스모화학,5420
1415,01476219,코스텍시스,355150
1529,00610861,코스텍시스템,169670
2621,00210856,코아스,71950
2589,00989664,코아스템켐온,166480
1500,00271501,코아시아,45970
1501,01031502,코아시아씨엠,196450
2048,01512575,코어라인소프트,384470
2421,00197476,코엔텍,29960
2397,00152862,코오롱,2020
2584,00241005,코오롱ENP,138490
917,00152880,코오롱글로벌,3070
1550,01712485,코오롱모빌리티그룹,450140
1604,00525642,코오롱생명과학,102940
1622,00795135,코오롱인더,120110
2144,01245062,코오롱티슈진,950160
883,00170558,코웨이,21240
1478,00155948,코웰패션,33290
740,00360674,코위버,56360
2260,01211232,코윈테크,282880
806,00807397,코이즈,121850
1038,00959210,코츠테크놀로지,448710
2585,00446901,코칩,126730
2679,00187725,코콤,15710
781,00305297,코텍,52330
1747,01364297,코퍼스코리아,322780
2400,00203315,콘텐트리중앙,36420
1069,01032404,콜마비앤에이치,200130
2153,00203290,콜마홀딩스,24720
1936,00186559,콤텍시스템,31820
669,01311055,쿠콘,294570
132,00132354,쿠쿠홀딩스,192400
192,01267684,쿠쿠홈시스,284740
127,01311286,퀀타매트릭스,317690
1848,00501970,퀀타피아,78940
2233,01207761,퀀텀온,227100
1240,01584183,퀄리타스반도체,432720
1684,01205514,큐라켐,456190
395,01397772,큐라클,365270
2580,01357765,큐라티스,348080
1597,00548519,큐러블,86460
1050,00356802,큐렉소,60280
1753,01492651,큐로셀,372320
1591,00296324,큐로홀딩스,51780
730,01042650,큐리언트,115180
1638,01498974,큐리옥스바이오시스템즈,445680
234,00985686,큐브엔터,182360
1619,01033591,큐알티,405100
76,00411446,큐에스아이,66310
2268,00816696,큐엠씨,136660
399,00267942,큐캐피탈,16600
2187,01514005,크라우드웍스,355390
2503,01205329,크라운제과,264900
330,00153126,크라운해태홀딩스,5740
1032,00760971,크래프톤,259960
1132,00525882,크레버스,96240
2388,00346407,크레오에스지,40350
1507,01034730,크로넥스,215570
810,00522007,크리스에프앤씨,110790
5,01107665,크리스탈신소재,900250
783,00185222,크린앤사이언스,45520
322,00232821,클라우드에어,36170
229,01061327,클래시스,214150
2183,01201970,클리노믹스,352770
1025,00957735,클리오,237880
1012,00535375,키네마스터,139670
2078,00140131,키다리스튜디오,20120
2658,01616808,키움제6호스팩,413600
2659,01667592,키움제7호스팩,433530
2660,01693922,키움제8호스팩,446840
2654,00296290,키움증권,39490
1376,00353762,키이스트,54780
1548,01118139,타스컴,336040
1737,00617314,타이거일렉,219130
478,01309069,타이드,346010
953,01345724,타임기술,318660
497,01020269,탈로스,434190
1988,01360875,탑머티리얼,360070
1513,00874937,탑선,180060
569,00366845,탑엔지니어링,65130
2408,00608699,탑코미디어,134580
711,00122481,태경비케이,14580
1935,00153339,태경산업,15890
221,00109161,태경케미컬,6890
703,00153375,태광,23160
2684,00153393,태광산업,3240
36,00153524,태림포장,11280
1042,01366000,태성,323280
832,00186717,태양,53620
1111,00302236,태양3C,52960
484,00153755,태양금속공업,4100
1700,00442631,태양기계,116100
2398,00153861,태영건설,9410
1697,00186799,태웅,44490
1789,00562245,태웅로직스,124560
559,00154055,태원물산,1420
2138,00926522,테고사이언스,191420
1905,00373021,테라사이언스,73640
2566,00249894,테라젠이텍스,66700
69,00524421,테스,95610
160,00256955,테이팩스,55490
2579,01016886,테크엔,308700
1451,00370255,테크엘,64520
1612,00535676,테크윙,89030
542,01246742,테크트랜스,258050
925,00423177,텔레칩스,54450
598,00361488,텔코웨어,78000
2409,00608802,텔콘RF제약,200230
224,00816544,토니모리,214420
1949,01436479,토마토시스템,393210
1191,01064069,토박스코리아,215480
1236,00390365,토비스,51360
1434,00355089,토탈소프트,45340
1302,00531917,톱텍,108230
1408,00596260,투비소프트,79970
2312,00547510,툴젠,199800
1304,01134216,트루엔,417790
2042,01217014,트윔,290090
23,00186939,특수건설,26150
182,01309388,티라유텍,322180
46,00867098,티로보틱스,117730
1350,00204642,티비씨,33830
1417,00409672,티비에이치글로벌,84870
1270,00372688,티사이언티픽,57680
407,00609661,티쓰리,204610
423,00245472,티씨케이,64760
2141,01109937,티앤알바이오팹,246710
2290,00608440,티앤엘,340570
2013,00317487,티에스넥스젠,43220
993,01139035,티에스아이,277880
2060,00372226,티에스이,131290
115,00118965,티에이치엔,19180
930,01035368,티에프이,425420
1266,00814786,티엔엔터테인먼트,131100
1701,00920379,티엘비,356860
1809,00261887,티엘아이,62860
854,01583953,티엘엔지니어링,413300
570,01497869,티와이홀딩스,363280
1667,01335930,티움바이오,321550
1860,00671376,티웨이항공,91810
1880,00109514,티웨이홀딩스,4870
756,01301252,티이엠씨,425040
2346,01113754,티이엠씨씨엔에스,241790
1584,00426086,티케이지휴켐스,69260
1068,00693554,티케이케미칼,104480
2430,00497631,티플랙스,81150
1528,00578538,티피씨글로벌,130740
2426,00976615,틸론,217880
59,00438036,팅크웨어,84730
1158,01292291,파두,440110
2310,00171265,파라다이스,34230
1829,00105138,파라텍,33540
1456,01495180,파로스아이바이오,388870
877,00266934,파루,43200
688,00970453,파마리서치,214450
123,01066058,파마리서치바이오,217950
1892,00972293,파멥신,208340
2121,00145163,파미셀,5690
297,00429694,파버나인,177830
893,00238153,파세코,37070
1515,00638487,파수,150900
463,00231354,파워넷,37030
553,00269612,파워로직스,47310
1389,01190780,파워풀엑스,266870
458,01513440,파이버프로,368770
1001,00492353,파이오링크,170790
664,00350020,파인디앤씨,49120
825,00264732,파인디지털,38950
521,01686755,파인엠텍,441270
1245,00755739,파인테크닉스,106240
1634,00820352,파인텍,131760
2405,00384762,파커스,65690
81,00244747,파크시스템스,140860
1323,00490151,파트론,91700
959,00541862,판도라티비,202960
733,00231691,판타지오,32800
2500,00986898,팜스빌,318010
2486,00260408,팜스코,36580
2464,00192499,팜스토리,27710
2544,00135050,팜젠사이언스,4720
1921,01208821,팡스카이,266350
601,01101041,패션플랫폼,225590
1613,00339072,팬스타엔터프라이즈,54300
887,00397191,팬엔터테인먼트,68050
668,00122737,팬오션,28670
2257,00962922,팬젠,222110
1086,01146220,팸텍,271830
427,00148522,퍼스텍,10820
692,00161709,퍼시스,16800
2301,01152470,펄어비스,263750
700,00761059,펌텍코리아,251970
2279,00134723,페이퍼코리아,1020
2385,01336735,펨토바이오메드,327610
1496,00957373,펨트론,168360
2125,00415868,펩트론,87010
1783,00573579,평화산업,90080
1765,00155124,평화홀딩스,10770
2311,00392691,포니링크,64800
620,00188797,포메탈,119500
1497,01513699,포바이포,389140
1381,00862312,포스뱅크,105760
1192,00155212,포스코DX,22100
2195,00155258,포스코스틸리온,58430
1994,00128111,포스코엠텍,9520
2023,00124504,포스코인터내셔널,47050
2196,00155276,포스코퓨처엠,3670
1872,00939942,포시에스,189690
2316,00962393,포인트모바일,318020
1652,01179608,포인트엔지니어링,256630
744,01393721,포커스에이치엔에스,331380
1502,01806951,폰드그룹,472850
2116,00369213,폴라리스AI,39980
2082,00463342,폴라리스AI파마,41910
1605,00617998,폴라리스세원,234100
1280,00269852,폴라리스오피스,41020
888,00663669,폴라리스우노,114630
678,01259311,푸드나무,290720
1595,00165103,푸드웰,5670
941,00537832,푸른기술,94940
2020,00410739,푸른소나무,57880
361,00124805,푸른저축은행,7330
2484,00155355,풀무원,17810
285,00155373,풍강,93380
707,00155452,풍국주정,23900
517,00684714,풍산,103140
1770,00155531,풍산홀딩스,5810
136,00417167,풍원정밀,371950
1457,01357446,퓨런티어,370090
1471,01027828,퓨릿,445180
2031,00653103,퓨처코어,151910
1899,01185867,퓨쳐메디신,341170
1425,01053540,퓨쳐켐,220100
1387,00356389,프럼파스트,35200
1796,01258428,프레스티지바이오로직스,334970
169,01510489,프레스티지바이오파마,950210
113,01359736,프로이천,321260
1278,01156795,프로젠,296160
343,00325112,프로텍,53610
1277,01267958,프로티아,303360
2512,01217865,프롬바이오,377220
77,01137295,프리시젼바이오,335810
2025,00352064,프리엠스,53160
1363,01575839,플라즈맵,405000
1960,00297448,플래스크,41590
55,01454341,플래티어,367000
294,00490179,플랜티넷,75130
2028,01063237,플럼라인생명과학,222670
2270,00103130,플레이그램,9810
489,00862853,플레이디,237820
1810,00138367,플레이위드,23770
2341,00110750,플루토스,19570
1525,01237434,플리토,300080
462,00189538,피델릭스,32580
1125,00297934,피씨디렉트,51380
972,01051092,피씨엘,241820
2247,00525864,피앤씨테크,237750
2129,01419205,피앤에스미캐닉스,460940
751,01365825,피에스케이,319660
1715,00208444,피에스케이홀딩스,31980
704,00155638,피에스텍,2230
548,00155151,피에이치에이,43370
1044,01112889,피엔에이치테크,239890
2581,01290381,피엔케이피부임상연구센타,347740
1644,00612294,피엔티,137400
1688,01144569,피엔티엠에스,257370
1030,00654175,피엠티,147760
2255,00829380,피제이메탈,128660
1627,00155735,피제이전자,6140
1506,00604028,피코그램,376180
2296,01118281,피플바이오,304840
754,00403766,피피아이,62970
2094,00495086,픽셀플러스,87600
1565,01524507,핀텔,291810
1055,01488320,필에너지,378340
354,00938721,필옵틱스,161580
448,01405390,핌스,347770
956,01142075,핑거,163730
319,01584934,핑거스토리,417180
1163,01696275,하나26호스팩,446750
1384,01700374,하나27호스팩,448370
1047,01724338,하나28호스팩,454750
1026,01724417,하나29호스팩,454640
1067,01791321,하나30호스팩,469880
1472,01791561,하나31호스팩,469900
2101,01807738,하나32호스팩,475240
1953,01807729,하나33호스팩,475250
726,01593242,하나금융21호스팩,406760
166,01613281,하나금융22호스팩,418170
987,01658266,하나금융24호스팩,430230
363,01669475,하나금융25호스팩,435620
1546,00547583,하나금융지주,86790
51,00601191,하나기술,299030
473,00445054,하나마이크론,67310
2198,00660750,하나머티리얼즈,166090
1857,00248974,하나제약,293480
884,00269940,하나투어,39130
300,00857727,하림,136480
932,00148364,하림지주,3380
2440,01663569,하스,450330
1239,00527491,하이드로리튬,101670
799,01505186,하이딥,365590
2010,00977641,하이로닉,149980
1678,00165060,하이록코리아,13030
914,01204056,하이브,352820
2164,00825959,하이비젼시스템,126700
2432,00542898,하이소닉,106080
859,00435312,하이스틸,71090
1512,01705625,하이제8호스팩,450050
1907,00650771,하이젠알앤엠,160190
161,00688358,하이즈항공,221840
246,00409964,하이텍팜,106190
1962,00156150,하이트론씨스템즈,19490
415,00150244,하이트진로,80
519,00148993,하이트진로홀딩스,140
2154,00391197,하이퍼코퍼레이션,65650
615,00221728,하츠,66130
1368,00907013,한국ANKOR유전,152550
2376,00156442,한국가구,4590
658,00261285,한국가스공사,36460
2628,00263371,한국경제TV,39340
1286,00156691,한국공항,5430
871,00432102,한국금융지주,71050
106,00156956,한국기업평가,34950
736,00160205,한국내화,10040
453,00157070,한국단자공업,25540
2494,00579139,한국맥널티,222980
1084,00160418,한국무브넥스,10100
2442,01363924,한국미라클피플사,331660
995,01179617,한국비엔씨,256840
1944,01031229,한국비티비,219750
126,00157991,한국석유공업,4090
2675,00158015,한국선재,25550
977,00158112,한국수출포장공업,2200
786,00158149,한국쉘석유,2960
470,00158565,한국알콜,17890
638,00160047,한국앤컴퍼니,240
2570,00532855,한국유니온제약,80720
815,00404701,한국자산신탁,123890
2070,00159193,한국전력공사,15760
2226,00363769,한국전자금융,63570
2479,00361169,한국전자인증,41460
140,00159254,한국전자홀딩스,6200
514,00257732,한국정밀기계,101680
2697,00261957,한국정보공학,39740
1977,00306454,한국정보인증,53300
512,00159342,한국정보통신,25770
705,01672114,한국제11호스팩,436610
2200,01761296,한국제12호스팩,458610
1182,01775952,한국제13호스팩,464440
2331,01814312,한국제14호스팩,477530
1904,01818682,한국제15호스팩,479880
2278,00133706,한국제지,27970
276,00159500,한국종합기술,23350
564,00159564,한국주강,25890
2686,00159573,한국주철관공업,970
117,00687711,한국철강,104700
372,00159795,한국카본,17960
1702,00149594,한국캐피탈,23760
228,00303396,한국컴퓨터,54040
607,00939331,한국콜마,161890
371,00160010,한국큐빅,21650
2299,00937324,한국타이어앤테크놀로지,161390
2401,00355548,한국테크놀로지,53590
250,00233653,한국토지신탁,34830
2073,00124090,한국특강,7280
2560,00187770,한국파마,32300
1369,00960641,한국패러랠,168490
